ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,YEAR,AlignCategory,HairCategory,EyeCategory,SexCategory,AliveCategory
secret identity,good characters,unknown,unknown,male characters,living characters,26.0,1988.0,good,unknown,unknown,male,living
public identity,good characters,brown eyes,black hair,male characters,living characters,26.0,1988.0,good,dark,dark,male,living
public identity,bad characters,blue eyes,red hair,male characters,living characters,26.0,1987.0,bad,dark,light,male,living
secret identity,unknown,blue eyes,unknown,male characters,deceased characters,26.0,1984.0,unknown,unknown,light,male,deceased
public identity,good characters,brown eyes,black hair,male characters,living characters,26.0,1983.0,good,dark,dark,male,living
secret identity,neutral characters,blue eyes,brown hair,female characters,deceased characters,26.0,1978.0,neutral,dark,light,female,deceased
public identity,unknown,blue eyes,silver hair,female characters,deceased characters,26.0,1977.0,unknown,light,light,female,deceased
public identity,good characters,blue eyes,brown hair,male characters,living characters,26.0,1969.0,good,dark,light,male,living
secret identity,good characters,hazel eyes,black hair,male characters,living characters,26.0,1968.0,good,dark,light,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,26.0,1966.0,good,dark,unknown,male,living
secret identity,bad characters,blue eyes,blond hair,male characters,living characters,26.0,1965.0,bad,light,light,male,living
public identity,good characters,unknown,blond hair,male characters,living characters,26.0,1961.0,good,light,unknown,male,living
public identity,good characters,blue eyes,blond hair,female characters,living characters,26.0,1961.0,good,light,light,female,living
public identity,good characters,unknown,blond hair,female characters,living characters,26.0,1955.0,good,light,unknown,female,living
secret identity,good characters,unknown,black hair,male characters,living characters,26.0,1942.0,good,dark,unknown,male,living
identity unknown,unknown,unknown,black hair,male characters,living characters,26.0,1940.0,unknown,dark,unknown,male,living
secret identity,bad characters,black eyes,green hair,male characters,living characters,26.0,1940.0,bad,light,dark,male,living
