ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,YEAR,AlignCategory,HairCategory,EyeCategory,SexCategory,AliveCategory
secret identity,unknown,blue eyes,blond hair,male characters,living characters,103.0,1959.0,unknown,light,light,male,living
secret identity,good characters,brown eyes,black hair,male characters,living characters,103.0,1938.0,good,dark,dark,male,living
identity unknown,good characters,black eyes,brown hair,male characters,deceased characters,102.0,1989.0,good,dark,dark,male,deceased
secret identity,bad characters,green eyes,unknown,male characters,living characters,102.0,1988.0,bad,unknown,light,male,living
public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,101.0,1942.0,bad,dark,dark,male,deceased
secret identity,good characters,brown eyes,red hair,female characters,living characters,100.0,2003.0,good,dark,dark,female,living
secret identity,unknown,brown eyes,brown hair,male characters,deceased characters,100.0,1942.0,unknown,dark,dark,male,deceased
public identity,good characters,brown eyes,black hair,female characters,living characters,99.0,1994.0,good,dark,dark,female,living
secret identity,good characters,blue eyes,black hair,female characters,living characters,98.0,2004.0,good,dark,light,female,living
secret identity,good characters,pink eyes,white hair,female characters,deceased characters,98.0,1989.0,good,light,light,female,deceased
secret identity,good characters,blue eyes,red hair,female characters,living characters,98.0,1982.0,good,dark,light,female,living
public identity,bad characters,green eyes,brown hair,male characters,living characters,98.0,1976.0,bad,dark,light,male,living
public identity,bad characters,yellow eyes,unknown,male characters,living characters,98.0,1960.0,bad,unknown,light,male,living
public identity,good characters,unknown,blond hair,male characters,living characters,98.0,1942.0,good,light,unknown,male,living
identity unknown,bad characters,blue eyes,white hair,female characters,living characters,97.0,1989.0,bad,light,light,female,living
secret identity,good characters,blue eyes,blond hair,female characters,deceased characters,97.0,1983.0,good,light,light,female,deceased
secret identity,bad characters,black eyes,unknown,male characters,deceased characters,97.0,1976.0,bad,unknown,dark,male,deceased
public identity,neutral characters,black eyes,black hair,male characters,living characters,96.0,2000.0,neutral,dark,dark,male,living
secret identity,bad characters,blue eyes,black hair,male characters,living characters,96.0,1990.0,bad,dark,light,male,living
public identity,good characters,unknown,unknown,male characters,living characters,96.0,1941.0,good,unknown,unknown,male,living
secret identity,good characters,green eyes,red hair,female characters,living characters,95.0,2007.0,good,dark,light,female,living
secret identity,neutral characters,black eyes,black hair,male characters,deceased characters,95.0,1989.0,neutral,dark,dark,male,deceased
public identity,bad characters,red eyes,brown hair,male characters,living characters,95.0,1987.0,bad,dark,others,male,living
secret identity,bad characters,brown eyes,black hair,male characters,living characters,95.0,1967.0,bad,dark,dark,male,living
secret identity,bad characters,brown eyes,black hair,male characters,living characters,95.0,1962.0,bad,dark,dark,male,living
secret identity,good characters,brown eyes,black hair,male characters,living characters,94.0,1993.0,good,dark,dark,male,living
public identity,good characters,blue eyes,brown hair,male characters,deceased characters,94.0,1942.0,good,dark,light,male,deceased
public identity,good characters,purple eyes,black hair,female characters,living characters,93.0,2005.0,good,dark,light,female,living
secret identity,good characters,brown eyes,black hair,female characters,living characters,92.0,2003.0,good,dark,dark,female,living
public identity,bad characters,black eyes,unknown,male characters,deceased characters,92.0,1985.0,bad,unknown,dark,male,deceased
public identity,good characters,blue eyes,strawberry blond hair,male characters,living characters,92.0,1983.0,good,light,light,male,living
secret identity,bad characters,brown eyes,brown hair,male characters,living characters,92.0,1966.0,bad,dark,dark,male,living
secret identity,bad characters,blue eyes,black hair,male characters,living characters,92.0,1962.0,bad,dark,light,male,living
public identity,good characters,blue eyes,unknown,male characters,deceased characters,92.0,1959.0,good,unknown,light,male,deceased
secret identity,neutral characters,black eyes,white hair,male characters,living characters,92.0,1936.0,neutral,light,dark,male,living
secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,91.0,1988.0,good,dark,dark,male,deceased
secret identity,good characters,blue eyes,red hair,female characters,living characters,91.0,1981.0,good,dark,light,female,living
secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,91.0,1948.0,good,light,light,male,deceased
public identity,good characters,brown eyes,black hair,male characters,living characters,90.0,1991.0,good,dark,dark,male,living
public identity,good characters,brown eyes,brown hair,male characters,deceased characters,90.0,1964.0,good,dark,dark,male,deceased
public identity,neutral characters,blue eyes,blond hair,male characters,living characters,90.0,1959.0,neutral,light,light,male,living
public identity,good characters,black eyes,black hair,male characters,living characters,89.0,1990.0,good,dark,dark,male,living
public identity,good characters,green eyes,orange hair,male characters,living characters,89.0,1981.0,good,light,light,male,living
secret identity,neutral characters,brown eyes,black hair,female characters,living characters,89.0,1976.0,neutral,dark,dark,female,living
secret identity,bad characters,blue eyes,strawberry blond hair,male characters,deceased characters,89.0,1963.0,bad,light,light,male,deceased
public identity,bad characters,blue eyes,black hair,male characters,living characters,89.0,1947.0,bad,dark,light,male,living
public identity,bad characters,blue eyes,white hair,male characters,deceased characters,88.0,1988.0,bad,light,light,male,deceased
public identity,good characters,brown eyes,black hair,female characters,living characters,88.0,1987.0,good,dark,dark,female,living
secret identity,unknown,blue eyes,black hair,male characters,living characters,88.0,1962.0,unknown,dark,light,male,living
identity unknown,unknown,black eyes,black hair,male characters,living characters,88.0,1952.0,unknown,dark,dark,male,living
secret identity,good characters,black eyes,black hair,female characters,living characters,87.0,1991.0,good,dark,dark,female,living
secret identity,neutral characters,unknown,unknown,male characters,living characters,87.0,1985.0,neutral,unknown,unknown,male,living
secret identity,good characters,blue eyes,purple hair,male characters,living characters,87.0,1976.0,good,light,light,male,living
public identity,good characters,blue eyes,blond hair,male characters,living characters,87.0,1961.0,good,light,light,male,living
public identity,good characters,white eyes,unknown,male characters,deceased characters,86.0,1997.0,good,unknown,light,male,deceased
secret identity,good characters,blue eyes,blond hair,female characters,living characters,86.0,1997.0,good,light,light,female,living
secret identity,good characters,red eyes,unknown,unknown,deceased characters,86.0,1991.0,good,unknown,others,unknown,deceased
public identity,good characters,blue eyes,unknown,male characters,living characters,86.0,1958.0,good,unknown,light,male,living
